id,taluk_id,name,display_code,,,,,
38,3,PANAVALLY,14,,,,,
39,3,PATTANAKKAD,8,,,,,
40,3,PERUMBALAM,13,,,,,
41,3,THANNEERMKKOM SOUTH,18,,,,,
42,3,THANNEERMUKKOM NORTH,17,,,,,
43,3,THURAVOOR SOUTH,5,,,,,
44,3,THYKKATTUSSERY,15,,,,,
45,3,VAYALAR EAST,6,,,,,
46,4,ARATTUPUZHA,57,,,,,
47,4,CHEPPAD,56,,,,,
48,4,CHERUTHANA,48,,,,,
49,4,CHINGOLI,55,,,,,
50,4,HARIPPAD,52,,,,,
51,4,KANDALLOOR,59,,,,,
52,4,KARTHIKAPPALLY,54,,,,,
53,4,KARUVATTA,47,,,,,
54,4,KAYAMKULAM,62,,,,,
55,4,KEERIKKAD,60,,,,,
56,4,KRISHNAPURAM,63,,,,,
57,4,KUMARAPURAM,50,,,,,
58,4,MUTHUKULAM,58,,,,,
59,4,PALLIPPAD,53,,,,,
60,4,PATHIYUR,61,,,,,
61,4,PUTHUPALLI KARTHIKAPALLY,64,,,,,
62,4,THRIKKUNNAPPUZHA,51,,,,,
63,4,VEEYAPURAM,49,,,,,
64,5,CHAMPAKKULAM,41,,,,,
65,5,EDATHUVA,45,,,,,
66,5,KAINAKARY NORTH,,,,,,
67,5,KAINAKARY SOUTH,39,,,,,
68,5,KAVALAM,37,,,,,
69,5,KUNNUMMA,36,,,,,
70,5,MUTTAR,43,,,,,
71,5,NEDUMUDY,42,,,,,
72,5,NEELAMPERUR,34,,,,,
73,5,PULIMKUNNU,38,,,,,
74,5,RAMANKARY,40,,,,,
75,5,THAKAZHY,46,,,,,
76,5,THALAVADY,44,,,,,
77,5,VELIYANADU,35,,,,,
78,6,BHARANIKKAVU,74,,,,,
79,6,CHENNITHALA,66,,,,,
80,6,CHUNAKKARA,71,,,,,
81,6,KANNAMANGALAM,67,,,,,
82,6,KATTANAM,75,,,,,
83,6,MAVELIKKARA,68,,,,,
84,6,NOORANAD,72,,,,,
85,6,PALAMEL,73,,,,,
86,6,PERINGALA,77,,,,,
87,6,THAMARAKKULAM,79,,,,,
88,6,THAZHAKKARA,69,,,,,
89,6,THEKKEKKARA,76,,,,,
90,6,THRIPPERUMTHURA,65,,,,,
91,6,VALLIKUNNAM,78,,,,,
92,6,VETTIYAR,70,,,,,
93,7,ALUVA EAST,,,,,,
94,7,ALUVA WEST,,,,,,
95,7,ANGAMALY,3,,1220,62,ANCHUTHENGU,
96,7,AYYAMPUZHA,4,,1222,62,AVANAVANCHERRY,
97,7,CHENGAMANAD,6,,1225,62,ELAMBA,
98,7,CHOORNIKKARA,2,,1232,62,KOONTHALLOOR,
99,7,CHOWARA,,,1649,62,CHIRAYINKEEZHU,
100,7,KALADY,7,,1332,67,CHERUNNIYUR,
101,7,KARUKUTTY,8,,1244,63,MALAYINKEEZH,
102,7,KEEZHMAD,1,,1280,65,BALARAMAPURAM,
103,7,KIZHAKKUMBHAGOM,,,1295,65,POOVAR,
104,7,MALAYATTOOR,9,,1310,66,MANACAUD,
105,7,MANJAPRA,11,,1312,66,MENAMKULAM,
106,7,MATTOOR,12,,1318,66,PEROORKADA,
107,7,MOOKKANNOOR,13,,1319,66,PETTAH,
108,7,NEDUMBASSERY,10,,1321,66,THIRUMALA,
109,7,PARAKKADAVU,14,,,,,
110,7,THEKKUMBHAGAM ALUVA,,,,,,
111,7,THURAVOOR,15,,,,,
112,7,VADAKKUMBHAGOM,,,,,,
113,8,AMBALLUR KANAYANNUR,32,,,,,
114,8,CHERANALLUR,33,,,,,
115,8,EDAKKATTUVAYAL,34,,,,,
116,8,EDAPPALLY NORTH,36,,,,,
117,8,EDAPPALLY SOUTH,,,,,,
118,8,ELAMKULAM,,,,,,
119,8,ERNAKULAM,,,,,,
120,8,KADAMAKKUDY,39,,,,,
121,8,KAIPPATTUR,,,,,,
122,8,KAKKANAD,40,,,,,
123,8,KANAYANNUR,,,,,,
124,8,KEECHERRY,,,,,,
125,8,KULAYETTIKARA,,,,,,
126,8,KUMBALAM,42,,,,,
127,8,KUREEKKAD,,,,,,
128,8,MANAKUNNAM,,,,,,
129,8,MARADU,43,,,,,
130,8,MULAMTHURUTHY,45,,,,,
131,8,MULAVUKAD,46,,,,,
132,8,NADAMA,,,,,,
133,8,POONITHURA,48,,,,,
134,8,THEKKUMBHAGOM KANAYANNUR,,,,,,
135,8,THIRUVANKULAM,49,,,,,
136,8,THRIKKAKARA NORTH,,,,,,
137,8,VAZHAKKALA,51,,,,,
138,9,CHELLANAM,17,,,,,
139,9,EDAKOCHI,18,,,,,
140,9,EDAVANAKKAD,19,,,,,
141,9,ELAMKUNNAPUZHA,20,,,,,
142,9,FORT KOCHI,,,,,,
143,9,KUMBALANGY,22,,,,,
144,9,KUZHUPPILLY,23,,,,,
145,9,MATTANCHERRY,,,,,,
146,9,NAYARAMBALAM,26,,,,,
147,9,NJARACKAL,25,,,,,
148,9,PALLIPPURAM KOCHI,27,,,,,
149,9,PALLURUTHY,28,,,,,
150,9,PUTHUVYPE,29,,,,,
151,9,RAMESHWARAM,30,,,,,
152,9,THOPPUMPADY,,,,,,
153,10,ERAMALLOOR,,,,,,
154,10,KEDAVOOR KOTHAMANGALAM,,,,,,
155,10,KEERAMPARA,54,,,,,
156,10,KOTHAMANGALAM,55,,,,,
157,10,KOTTAPPADY,56,,,,,
158,10,KUTTAMANGALAM,57,,,,,
159,10,KUTTAMPUZHA,116,,,,,
160,10,NERIAMANGALAM,58,,,,,
161,10,PALLARIMANGALAM,,,,,,
162,10,PINDIMANA,59,,,,,
163,10,POTHANIKKAD,60,,,,,
164,10,THRIKKARIYOOR,117,,,,,
165,10,VARAPPETTY,61,,,,,
166,11,AIKARANAD NORTH,62,,,,,
167,11,AIKARANAD SOUTH,,,570,29,PERAYAM,
168,11,ARAKAPADY,64,,615,32,PATTAZHY VADAKKEKKARA,
169,11,ASAMANNOOR,65,,618,32,PUNNALA,
170,11,CHELAMATTOM,66,,,,,
171,11,IRAPURAM,74,,,,,
172,11,KIZHAKKAMBALAM,68,,,,,
173,11,KODANAD,69,,,,,
174,11,KOMBANAD,70,,,,,
175,11,KOOVAPPADY,71,,,,,
176,11,KUNNATHUNAD,72,,,,,
177,11,MARAMPILLY,73,,,,,
178,11,MAZHUVANNOOR,67,,,,,
179,11,PATTIMATTOM,75,,,,,
180,11,PERUMBAVOOR,76,,,,,
181,11,PUTHENCRUZ,77,,,,,
182,11,RAYAMANGALAM,78,,,,,
183,11,THIRUVANIYOOR,79,,,,,
184,11,VADAVUKODE,80,,,,,
185,11,VAZHAKULAM,81,,,,,
186,11,VENGOLA,82,,,,,
187,11,VENGOOR,83,,,,,
188,11,VENGOOR WEST,,,,,,
189,12,ARAKUZHA,85,,,,,
190,12,ELANJI,86,,,,,
191,12,ENANALLOOR,,,,,,
192,12,KALLOORKKAD,88,,,,,
193,12,KOOTHATTUKULAM,89,,,,,
194,12,MANEED,90,,,,,
195,12,MANJALLOOR,91,,,,,
196,12,MARADY,92,,,,,
197,12,MEMMURY,93,,,,,
198,12,MULAVOOR,,,,,,
199,12,MUVATTUPUZHA,,,,,,
200,12,ONAKKOOR,,,,,,
201,12,PALAKUZHA,97,,,,,
202,12,PIRAVOM,98,,,,,
203,12,RAMAMANGALAM,99,,,,,
204,12,THIRUMARADY,100,,,,,
205,12,VALAKAM,101,,,,,
206,12,VELLOORKUNNAM,102,,,,,
207,13,ALANGAD,103,,,,,
208,13,CHENDAMANGALAM,105,,,,,
209,13,ELOOR,106,,,,,
210,13,EZHIKKARA,107,,,,,
211,13,KADUNGALLOOR,108,,,,,
212,13,KARUMALLOOR,109,,,,,
213,13,KOTTUVALLY,110,,,,,
214,13,KUNNUKARA,104,,,,,
215,13,MOOTHAKUNNAM,111,,,,,
216,13,PARAVUR,112,,,,,
217,13,PUTHENVELIKKARA,113,,,,,
218,13,VADAKKEKARA,114,,,,,
219,13,VARAPPUZHA,115,,,,,
220,14,ANAVIRATTY,12,,,,,
221,14,KANTHALLOOR,1,,,,,
222,14,KEEZHANTHOOR,3,,,,,
223,14,KUNJITHANNY,11,,,,,
224,14,MANKULAM,66,,,,,
225,14,MANNAMKANDAM,6,,,,,
226,14,MARAYOOR,7,,,,,
227,14,PALLIVASAL,8,,,,,
228,14,VELLATHOOVAL,10,,,,,
229,15,AYYAPPANCOIL,42,,,,,
230,15,IDUKKI,25,,,,,
231,15,KANJIKUZHY,41,,,,,
232,15,KATTAPPANA,48,,,,,
233,15,KONNATHADY,49,,,,,
234,15,THANKAMONY,54,,,,,
235,15,UPPUTHODE,62,,,,,
236,15,VATHIKUDY,57,,,,,
237,16,ELAPPARA,13,,,,,
238,16,KOKKAYAR,14,,,,,
239,16,KUMILY,15,,,,,
240,16,MANCHUMALA,16,,,,,
241,16,MLAPPARA,67,,,,,
242,16,PEERMADE,18,,,,,
243,16,PERIYAR,19,,,,,
244,16,PERUVANTHANAM,20,,,,,
245,16,UPPUTHARA,58,,,,,
246,17,ALAKKODE,23,,,,,
247,17,ARAKKULAM,24,,,,,
248,17,ELAPPALLY,40,,,,,
249,17,KARIKKODE,26,,,,,
250,17,KARIMANNOOR,27,,,,,
251,17,KARIMKUNNAM,28,,,,,
252,17,KODIKKULAM,29,,,,,
253,17,KUDAYATHOOR,30,,,,,
254,17,KUMARAMANGALAM,31,,,,,
255,17,MANAKKAD,32,,,,,
256,17,MUTTOM,33,,,,,
257,17,NEYYASSERRY,39,,,,,
258,17,PURAPPUZHA,34,,,,,
259,17,THODUPUZHA,35,,,,,
260,17,UDUMBANNOOR,36,,,,,
261,17,VANNAPPURAM,38,,,,,
262,17,VELLIYAMATTAM,37,,,,,
263,18,ANAKARA UDUMBANCHOLA,59,,,,,
264,18,ANAVILASOM,65,,,,,
265,18,BYSONVALLEY,60,,,,,
266,18,CHAKKUPALLAM,43,,,,,
267,18,ERATTAYAR,,,,,,
268,18,KALKOONTHAL,46,,,,,
269,18,KANTHIPPARA,61,,,,,
270,18,KARUNAPURAM,47,,,,,
271,18,PAMPADUMPARA,50,,,,,
272,18,PARATHODE,51,,,,,
273,18,POOPPARA,64,,,,,
274,18,RAJAKKAD,52,,,,,
275,18,RAJAKUMARY,63,,,,,
276,18,SANTHANPARA,53,,,,,
277,18,UDUMBANCHOLA,55,,,,,
278,18,VANDENMEDU,56,,,,,
279,19,ARALAM,219,,,,,
280,19,AYYANKUNNU,244,,,,,
281,19,CHAVASSERY,216,,,,,
282,19,KALLIAD,136,,,,,
283,19,KANICHAR,248,,,,,
284,19,KEEZHUR,217,,,,,
285,19,KELAKAM,247,,,,,
286,19,KOLARI,,,,,,
287,19,KOTTIYOOR,246,,,,,
288,19,MANATHANA,242,,,,,
289,19,MUZHAKKUNNU,220,,,,,
290,19,NUCHIAD,144,,,,,
291,19,PADIYUR IRITTY,135,,,,,
292,19,PAYAM,218,,,,,
293,19,PAZHASSI,212,,,,,
294,19,THILLENKERI,222,,,,,
295,19,VAYATHUR,147,,,,,
296,19,VELLARVALLI,236,,,,,
297,19,VILAMANA,243,,,,,
298,20,ANJARAKANDY,13,,,,,
299,20,AZHIKODE NORTH,7,,,,,
300,20,AZHIKODE SOUTH,8,,,,,
301,20,CHELORA,15,,,,,
302,20,CHEMBILODE,16,,,,,
303,20,CHERUKUNNU,29,,,,,
304,20,CHIRAKKAL,5,,,,,
305,20,EDAKKAD,21,,,,,
306,20,ELAYAVOOR,9,,,,,
307,20,IRIVERI,14,,,,,
308,20,KADAMBUR,17,,,,,
309,20,KALLIASSERI,31,,3,1,AMBALAPPUZHA NORTH,
310,20,KANHIRODE,12,,,,,
311,20,KANNADIPARAMBA,33,,,,,
312,20,KANNAPURAM,30,,,,,
313,20,MAKRERI,19,,,,,
314,20,MATTOOL,28,,,,,
315,20,MAVILAYI,18,,,,,
316,20,MUNDERI,11,,,,,
317,20,MUZHAPPILANGAD,20,,,,,
318,20,NARATH,34,,,,,
319,20,PALLIKKUNNU,4,,,,,
320,20,PAPPINISSERI,32,,,,,
321,20,PUZHATHI,3,,,,,
322,20,VALAPATTANAM,6,,,,,
323,20,VALIYANNUR,10,,,,,
324,21,ALAPPADAMBU,122,,,,,
325,21,CHERUTHAZHAM,23,,,,,
326,21,ERAMAM,126,,,,,
327,21,EZHOM,27,,,,,
328,21,KADANNAPPALLY,25,,,,,
329,21,KANKOL,121,,,,,
330,21,KARIVELLUR,116,,,,,
331,21,KOROM,120,,,,,
332,21,KUNJHIMANGALAM,22,,,,,
333,21,KUTTUR PAYYANNUR,127,,28,3,ARTHUNKAL,
334,21,MADAYI,26,,,,,
335,21,PANAPPUZHA,24,,,,,
336,21,PAYYANNUR,119,,,,,
337,21,PERALAM,123,,,,,
338,21,PERINGOM,124,,,,,
339,21,PERINTHATTA,143,,,,,
340,21,PULINGOM,145,,,,,
341,21,RAMANTHALI,118,,,,,
342,21,THIRUMENI,146,,,,,
343,21,VAYAKKARA,125,,,,,
344,21,VELLORA,142,,,,,
345,21,VELLUR,117,,,,,
346,22,ALAKODE,102,,,,,
347,22,ANTHOOR,114,,,,,
348,22,CHELERI,129,,,,,
349,22,CHENGALAYI,113,,,,,
350,22,CHUZHALI,112,,,,,
351,22,ERUVESSY,139,,,,,
352,22,IRIKKUR,134,,,,,
353,22,KAYARALAM,130,,,,,
354,22,KOLACHERY,128,,,,,
355,22,KOOVERY,105,,,,,
356,22,KURUMATHUR,111,,,,,
357,22,KUTTYATTUR,132,,,,,
358,22,KUTTYERI,107,,,,,
359,22,MALAPPATTAM,141,,,,,
360,22,MAYYIL,131,,,,,
361,22,MORAZHA,115,,,,,
362,22,NEW NADUVIL,103,,,,,
363,22,NIDIYENGA,137,,,,,
364,22,PANNIYOOR,108,,,,,
365,22,PARIYAARAM,106,,,,,
366,22,PATTUVAM,109,,,,,
367,22,PAYYAVOOR,138,,,,,
368,22,SREEKANDAPURAM,140,,,,,
369,22,TALIPARAMBA,110,,,,,
370,22,THIMIRI,101,,,,,
371,22,UDAYAGIRI,,,66,5,KAINAKARY NORTH,
372,22,VELLAD,104,,,,,
373,23,CHERUVANCHERY,232,,,,,
374,23,CHOKLI,209,,,,,
375,23,DHARMADAM,203,,,,,
376,23,ERANHOLI,204,,,,,
377,23,ERUVATTY,205,,,,,
378,23,KANDAMKUNNU,227,,,,,
379,23,KANNAVAM,229,,,,,
380,23,KATHIRUR,206,,,,,
381,23,KEEZHALLUR,214,,,,,
382,23,KODIYERI,211,,,,,
383,23,KOLAVALLUR,241,,,,,
384,23,KOLAYAD,230,,,,,
385,23,KOODALI,213,,,,,
386,23,KOTAYAM,226,,,,,
387,23,KUTHUPARAMBA,225,,,,,
388,23,MANANTHERI,228,,,,,
389,23,MANGATTIDAM,223,,,,,
390,23,MOKERI,233,,,,,
391,23,PADUVILAYI,224,,,,,
392,23,PANNIYANNORE,237,,,,,
393,23,PANOOR,239,,,,,
394,23,PATHIRIYAD,208,,,,,
395,23,PATTANUR,245,,,,,
396,23,PATTIAM,234,,,,,
397,23,PERINGATHUR,210,,,,,
398,23,PINARAYI,207,,,,,
399,23,PUTHUR KANNUR,238,,,,,
400,23,SHIVAPURAM,221,,,,,
401,23,THOLAMBRA,231,,,,,
402,23,TRIPRANGOTTUR,240,,,,,
403,23,VEKKALAM,235,,,,,
404,24,AJANUR,17,,,,,
405,24,AMBALATHARA,28,,,,,
406,24,BALLA,,,,,,
407,24,BARE,,,,,,
408,24,CHEEMENI,8,,,,,
409,24,CHERUVATHUR,10,,,,,
410,24,CHITHARI,20,,,,,
411,24,HOSDURG,16,,,,,
412,24,KANHANGAD,15,,,,,
413,24,KAYYUR,7,,,,,
414,24,KEEKAN,,,,,,
415,24,KLAYIKODE,,,,,,
416,24,KODAKKAD,9,,,,,
417,24,KOTTIKULAM (PALLIKKARA 2),,,,,,
418,24,MADIKKAI,1,,,,,
419,24,MANIYAT,,,,,,
420,24,NILESWARAM,2,,,,,
421,24,NORTH TRIKKARIPUR,13,,,,,
422,24,PADNE,11,,,,,
423,24,PALLIKKARA 1,19,,,,,
424,24,PANAYAL,23,,,,,
425,24,PERIYE,21,,,,,
426,24,PEROLE,31,,,,,
427,24,PILICODE,14,,,,,
428,24,PULLUR,22,,,,,
429,24,PUTHUKKAI,,,,,,
430,24,SOUTH TRIKKARIPUR,12,,,,,
431,24,THIMIRI KASARGOD,,,,,,
432,24,UDINUR,,,,,,
433,24,UDMA,18,,,,,
434,24,VALIYAPARAMBA,,,,,,
435,25,ADHUR,112,,,,,
436,25,ADKATHBAYAL,,,,,,
437,25,ADUR,114,,,,,
438,25,BADIADUKKA,138,,,,,
439,25,BANDADUKA,106,,,,,
440,25,BEDADUKKA,105,,,,,
441,25,BELA,127,,,,,
442,25,BELLUR,,,,,,
443,25,CHEMNAD,,,,,,
444,25,CHENGALA,108,,,,,
445,25,DELAMPADY,113,,,,,
446,25,KALANAD,103,,,,,
447,25,KARADKA,,,,,,
448,25,KARIVEDAKAM,140,,,,,
449,25,KASARAGOD,111,,,,,
450,25,KOLATHUR,102,,,,,
451,25,KUDLU,110,,,,,
452,25,KUMBADAJE,136,,,,,
453,25,KUTTIKOL,104,,,,,
454,25,MADHUR,128,,,,,
455,25,MULIYAR,109,,,,,
456,25,MUNNAD,141,,,,,
457,25,MUTTATHODI,,,,,,
458,25,NEERCHAL,126,,,,,
459,25,NEKRAJE,,,,,,
460,25,NETTANIGE,137,,,,,
461,25,PADI,107,,,,,
462,25,PATLA,,,,,,
463,25,PERUMBALA,,,,,,
464,25,PUTHUR KASARGOD,,,,,,
465,25,SHIRIBAGILU,,,,,,
466,25,THALANGARA,139,,,,,
467,25,THEKKIL,101,,,,,
468,25,UBRANGALA,,,,,,
469,26,ANGADIMOGARU,,,,,,
470,26,ARIKKADY,,,661,35,KORUTHODU,
471,26,BADAJE,,,665,36,ANIKKADU,
472,26,BADOOR,132,,671,36,CHENGALAM SOUTH,
473,26,BAMBRANA,131,,672,36,ETTUMANOOR,
474,26,BANGRAMANJESHWAR,,,694,37,KADAPLAMATTOM,
475,26,BAYAR,123,,711,37,THALANADU,
476,26,BEKKUR,,,728,38,T V PURAM,
477,26,CHIPPAR,,,730,38,UDAYANAPURAM,
478,26,EDANAD,129,,,,,
479,26,ENMAKAJE,134,,,,,
480,26,HERUR,,,,,,
481,26,HOSABETTU,116,,,,,
482,26,ICHILAMPADI,,,,,,
483,26,ICHILANGOD,121,,,,,
484,26,KADAMBAR,117,,,,,
485,26,KALIYOOR,,,,,,
486,26,KANNUR,,,,,,
487,26,KATTUKUKKE,,,,,,
488,26,KAYYAR,125,,,,,
489,26,KIDHUR,,,,,,
490,26,KODIBAYAL,,,,,,
491,26,KODLAMOGARU,,,,,,
492,26,KOIPADY,130,,,,,
493,26,KOLIYOOR,,,,,,
494,26,KUBANNUR,,,,,,
495,26,KUDALMERKALA,,,,,,
496,26,KULOOR,,,,,,
497,26,KUNJATHUR,115,,,,,
498,26,MAJIBAYAL,,,,,,
499,26,MANGALPADY,,,,,,
500,26,MEENJA,118,,,,,
501,26,MOGRAL,,,,,,
502,26,MOODAMBAYAL,,,,,,
503,26,MUGU,,,,,,
504,26,MULINJA,,,,,,
505,26,PADRE,135,,,,,
506,26,PAIVALIKE,124,,,,,
507,26,PATHUR,,,,,,
508,26,PAVOOR,,,,,,
509,26,PUTHIGE,,,,,,
510,26,SHENI,143,,,,,
511,26,SHIRIYA,,,,,,
512,26,THALAKALA,,,,,,
513,26,UDYAVAR,,,,,,
514,26,UJARULWAR,,,,,,
515,26,UPPALA,122,,,,,
516,26,VORKADY,120,,,,,
517,27,BALAL,30,,,,,
518,27,BELUR,24,,,,,
519,27,BHEEMANADY,6,,,,,
520,27,CHEEMENI II,,,,,,
521,27,CHITTARIKKAL,33,,,,,
522,27,KALLAR,27,,,,,
523,27,KARINTHALAM,4,,,,,
524,27,KINANOOR,3,,,,,
525,27,KODOTH,35,,,,,
526,27,MALOTH,25,,,,,
527,27,PALAVAYAL,34,,,,,
528,27,PANATHADY,26,,,,,
529,27,PARAPPA,32,,,,,
530,27,WEST ELERI,5,,,,,
531,28,ADINAD,68,,,,,
532,28,ALAPPAD KOLLAM,71,,,,,
533,28,AYANIVELIKULANGARA,73,,,,,
534,28,CHAVARA,58,,,,,
535,28,CLAPPANA,69,,,,,
536,28,KALLALIBHAGOM,67,,,,,
537,28,KARUNAGAPPALLY,64,,,,,
538,28,KULASEKHARAPURAM,61,,,,,
539,28,NEENDAKARA,65,,267,18,ERATTAYAR,
540,28,OCHIRA,70,,1658,15,KANCHIYAR,
541,28,PANMANA,62,,,,,
542,28,PAVUMBA,66,,,,,
543,28,THAZHAVA,60,,,,,
544,28,THEKKUMBHAGOM KARUNAGAPAL,57,,,,,
545,28,THEVALAKKARA,63,,,,,
546,28,THODIYOOR,59,,,,,
547,28,VADAKUMTHALA,72,,,,,
548,29,ADICHANALLUR,4,,,,,
549,29,CHIRAKKARA,27,,,,,
550,29,EAST KALLADA,19,,,,,
551,29,ELAMPALLUR,104,,,,,
552,29,ERAVIPURAM,7,,,,,
553,29,KALLUVATHUKKAL,1,,,,,
554,29,KILIKOLLUR,12,,,,,
555,29,KOLLAM EAST,20,,,,,
556,29,KOLLAM WEST,8,,,,,
557,29,KOTTAMKARA,18,,,,,
558,29,KOTTAPPURAM,29,,,,,
559,29,MANDROTHURUTH,17,,,,,
560,29,MANGADU KOLLAM,24,,,,,
561,29,MAYYANAD,6,,,,,
562,29,MEENAD,2,,,,,
563,29,MULAVANA,15,,,,,
564,29,MUNDAKKAL,28,,,,,
565,29,NEDUMPANA,11,,,,,
566,29,PALLIMON,25,,,,,
567,29,PANAYAM,23,,,,,
568,29,PARAVOOR,5,,,,,
569,29,PARIPPALLY,26,,,,,
570,29,PERAYAM,,,,,,
571,29,PERINAD KOLLAM,16,,,,,
572,29,POOTHAKULAM,3,,,,,
573,29,SHAKTHIKULANGARA,21,,,,,
574,29,THAZHUTHALA,22,,,,,
575,29,THRIKKADAVOOR,13,,,,,
576,29,THRIKKARUVA,14,,,,,
577,29,THRIKKOVILVATTOM,10,,,,,
578,29,VADAKKEVILA,9,,,,,
579,30,CHADAYAMANGALAM,44,,,,,
580,30,CHAKKUVARAKKAL,56,,,,,
581,30,CHITHARA,42,,,,,
582,30,ELAMAD,46,,,,,
583,30,EZHUKONE,30,,,,,
584,30,ITTIVA,43,,,,,
585,30,KADAKKAL,45,,,,,
586,30,KALAYAPURAM,51,,,,,
587,30,KAREEPRA,35,,,,,
588,30,KOTTARAKKARA,31,,142,9,FORT KOCHI,
589,30,KOTTUKKAL,50,,145,9,MATTANCHERRY,
590,30,KULAKKADA,34,,152,9,THOPPUMPADY,
591,30,KUMMIL,54,,93,7,ALUVA EAST,
592,30,MANKODE,53,,94,7,ALUVA WEST,
593,30,MELILA,40,,99,7,CHOWARA,
594,30,MYLOM,36,,103,7,KIZHAKKUMBHAGOM,
595,30,NEDUVATHUR,33,,110,7,THEKKUMBHAGAM ALUVA,
596,30,NILAMEL,48,,112,7,VADAKKUMBHAGOM,
597,30,ODANAVATTOM,52,,167,11,AIKARANAD SOUTH,
598,30,PAVITHRESWARAM,32,,188,11,VENGOOR WEST,
599,30,POOYAPPALLY,38,,191,12,ENANALLOOR,
600,30,PUTHUR KOLLAM,49,,198,12,MULAVOOR,
601,30,UMMANNUR,39,,199,12,MUVATTUPUZHA,
602,30,VALAKOM,55,,200,12,ONAKKOOR,
603,30,VELINALLUR,47,,153,10,ERAMALLOOR,
604,30,VELIYAM,37,,154,10,KEDAVOOR KOTHAMANGALAM,
605,30,VETTIKKAVALA,41,,161,10,PALLARIMANGALAM,
606,31,KUNNATHUR,77,,117,8,EDAPPALLY SOUTH,
607,31,MYNAGAPPALLY,75,,118,8,ELAMKULAM,
608,31,PORUVAZHI,78,,119,8,ERNAKULAM,
609,31,SASTHAMKOTTA,76,,121,8,KAIPPATTUR,
610,31,SOORANAD NORTH,80,,123,8,KANAYANNUR,
611,31,SOORANAD SOUTH,79,,124,8,KEECHERRY,
612,31,WEST KALLADA,74,,125,8,KULAYETTIKARA,
613,32,PATHANAPURAM,85,,127,8,KUREEKKAD,
614,32,PATTAZHY,81,,128,8,MANAKUNNAM,
615,32,PATTAZHY VADAKKEKKARA,,,132,8,NADAMA,
616,32,PIDAVOOR,84,,134,8,THEKKUMBHAGOM KANAYANNUR,
617,32,PIRAVANTHOOR,91,,136,8,THRIKKAKARA NORTH,
618,32,PUNNALA,,,,,,
619,32,THALAVOOR,82,,,,,
620,32,VILAKUDY,83,,,,,
621,33,ALAYAMAN,96,,,,,
622,33,ANCHAL,88,,,,,
623,33,ARAKKAL,90,,,,,
624,33,ARIYANKAVU,93,,,,,
625,33,AYIRANELLOOR,98,,,,,
626,33,CHANNAPETTA,101,,,,,
627,33,EDAMON,92,,,,,
628,33,EDAMULAKKAL,89,,,,,
629,33,EROOR,95,,,,,
630,33,KARAVALOOR,87,,,,,
631,33,KULATHUPUZHA,94,,,,,
632,33,PUNALUR,86,,,,,
633,33,THENMALA,102,,,,,
634,33,THINKALKARIKKOM,100,,,,,
635,33,VALAKKODE,97,,,,,
636,34,CHANGANNASSERY,105,,,,,
637,34,CHETHIPPUZHA,114,,,,,
638,34,KANGAZHA,110,,,,,
639,34,KARUKACHAL,108,,,,,
640,34,KURICHY,101,,,,,
641,34,MADAPPALLY,107,,,,,
642,34,NEDUMKUNNAM,109,,,,,
643,34,PAYIPPADU,115,,,,,
644,34,THOTTAKKADU,113,,,,,
645,34,THRIKKODITHANAM,106,,,,,
646,34,VAKATHANAM,102,,,,,
647,34,VAZHAPPALLY KIZHAKKU,103,,,,,
648,34,VAZHAPPALLY PADINJARU,104,,,,,
649,34,VAZHOOR,111,,,,,
650,34,VELLAVOOR,112,,,,,
651,35,CHERUVALLY,207,,,,,
652,35,CHIRAKKADAVU,201,,,,,
653,35,EDAKKUNNAM,209,,,,,
654,35,ELANGULAM,210,,,,,
655,35,ELIKKULAM,208,,,,,
656,35,ERUMELI NORTH,205,,,,,
657,35,ERUMELI SOUTH,204,,,,,
658,35,KANJIRAPPALLY,202,,,,,
659,35,KOOTTICKAL,211,,,,,
660,35,KOOVAPPALLY,212,,,,,
661,35,KORUTHODU,,,,,,
662,35,MANIMALA,206,,,,,
663,35,MUNDAKKAYAM,203,,,,,
664,36,AKALAKKUNNAM,5,,,,,
665,36,ANIKKADU,,,,,,
666,36,ARPPOOKKARA,25,,,,,
667,36,ATHIRAMPUZHA,3,,,,,
668,36,AYARKKUNNAM,4,,,,,
669,36,AYMANAM,12,,,,,
670,36,CHENGALAM EAST,22,,,,,
671,36,CHENGALAM SOUTH,,,,,,
672,36,ETTUMANOOR,,,,,,
673,36,KAIPPUZHA,11,,,,,
674,36,KOOROPPADA,7,,,,,
675,36,KOTTAYAM,15,,,,,
676,36,KUMARAKOM,13,,,,,
677,36,MANARCADU,8,,,,,
678,36,MEENADOM,20,,,,,
679,36,MUTTAMBALAM,24,,,,,
680,36,NATTAKOM,16,,,,,
681,36,ONAMTHURUTH,1,,,,,
682,36,PAMPADY KOTTAYAM,2,,,,,
683,36,PANACHIKKADU,17,,,,,
684,36,PEROOR,26,,,,,
685,36,PERUMBAYIKKADU,10,,,,,
686,36,PUTHUPPALLY KOTTAYAM,18,,,,,
687,36,THIRUVARPPU,14,,,,,
688,36,VELOOR,21,,,,,
689,36,VIJAYAPURAM,9,,,,,
690,37,BHARANANGANAM,311,,,,,
691,37,ELACKADU,308,,,,,
692,37,ERATTUPETTA,325,,,,,
693,37,KADANADU,303,,,,,
694,37,KADAPLAMATTOM,,,,,,
695,37,KANAKKARI,322,,,,,
696,37,KIDANGOOR,321,,,,,
697,37,KONDUR,316,,,,,
